id,description,host_id,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,neighbourhood,latitude,longitude,property_type,room_type,accommodates,Accomodation Bin,bathrooms_text,bathrooms,private_shared,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
22303205,"Nice Apartment 200m From Metro Station HÃ¤gerstensÃ ¥ late.    The space   The apartment is 46m2 with a big living room, kitschen and a bedroom with a king size bed.",163034191,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,f,1,HÃ¤gersten-Liljeholmens,59.29351,17.98194,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,1,1,"[""Iron"", ""Hangers"", ""Wifi"", ""Long term stays allowed"", ""TV with standard cable"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Breakfast"", ""Shampoo"", ""Heating"", ""Dryer"", ""Washer"", ""Dedicated workspace"", ""Free parking on premises""]",263.45,1,1125,0,0,0,0,1,0,,,,,,,f
22382678,"Under The Roof Nocks On Top Of Sodermalm A Room With A View Is Rented On Short Or Long Term. Shared Kitchen, Two WC, Two Balconies in A Old Fashioned Furnitured Five Room Apartment. Electricity, Laundry and Wifi is included. Parks Tantolunden and Ã ... Rstaviken Are Around The Corner. Many Different Transportation on Walking Distance, SUCH AS BUSES 3, 4, 55, 74 and Commuter Train and Subway. THERE IS ALSO A CAT LIVING IN THE APARTMENT. THERE IS A POSSIBILITY TO ADD AN EXTRA BED FOR CHILDREN.    The space   Tourists / tourists",17952012,"Stockholm, Stockholm County, Sweden",within a few hours,100%,61%,f,2,SÃ¶dermalms,59.3116,18.05553,Private room in rental unit,Private room,1,1 Person,1.5 shared baths,1.5,Shared,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Lock on bedroom door"", ""Microwave"", ""Dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Breakfast"", ""Heating"", ""Washer""]",55.61,7,1125,0,7,29,86,13,4.75,4.75,4.08,4.83,5,4.67,4.75,f
22389220,"Welcome to My Bright Studio House Just Outside Stockholm and Close to Metro!  ON JUST 23 SQUARE METERS OF COMPACT LIVING YOU WILL FIND EVERYTING YOU ASK FOR IN AN APARTMENT AND A LITTLE MOAD MY LITTLE HOME IS PERFECT FOR COUPLES BUT HAS EASILY SPACE FOR 4 GUESTS. Two Entrances, Efficient Storage and Modern Amenities Make Use of Every Square Meter - Everything Is Just At Reach Of A Hand.    The Space   Loft Bed, 160cm , Bed Sofa 125cm; Fully Equipped Kitchen, Vitamix, Nespresso, Vacuum, Hairdryren, Stereo, TV, Computer    Guest Access   Parking on the driveway    Other things to note   There can be Guests Staying in the Main House, Meaning That You could encounter People From All Over The World On The Property!",4455221,"Enskede, Stockholm County, Sweden",within an hour,90%,97%,t,2,Enskede-Ã…rsta-VantÃ¶rs,59.2701,18.06202,Entire guesthouse,Entire home/apt,4,4 to 6 People,1.5 baths,1.5,Private,1,2,"[""Iron"", ""Private entrance"", ""Wifi"", ""Free street parking"", ""Luggage dropoff allowed"", ""Microwave"", ""Keypad"", ""Coffee maker"", ""Carbon monoxide alarm"", ""EV charger"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""TV"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Outdoor furniture"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Shared garden or backyard"", ""BBQ grill"", ""Heating"", ""Air conditioning"", ""Dishwasher""]",69.51,2,1125,13,25,39,176,72,4.76,4.9,4.78,4.86,4.88,4.71,4.75,t
22420988,"The Room Has Been Painted Recently and Is Very Clean and The Bathroom Was Renovated Not Too Long Ago. More Importantly, However, Are The Surroundings. The House IS IN A VERY NICE AND QUIET AREA WITH LOTS OF FORESTS AROUND IT, PERFECT FOR WALKS DOWN TO THE BEACH. If You Want to Head In To The City, IT Is A TEN MINUTE WALK TO THE SUBWAY AND THEN ONLY TWENTY MINUTES WITH THE TRAIN. In The Opposite Direction, Only Five Mintues With Train And Twenty By Foot, Is One The Biggest Malls In Scandinavia.    The space   NÃ¤ra to hit and Sea beach.",164172738,"Stockholm, Stockholm County, Sweden",within an hour,100%,N/A,f,2,SkÃ¤rholmens,59.28962,17.91682,Private room in residential home,Private room,1,1 Person,1 shared bath,1,Shared,1,1,"[""Iron"", ""Wifi"", ""Free street parking"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Indoor fireplace"", ""Long term stays allowed"", ""Backyard"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Breakfast"", ""Heating"", ""Washer"", ""Dishwasher""]",41.57,1,1125,0,0,27,27,28,4.89,4.89,4.93,4.93,4.93,4.82,4.82,f
22443909,"Unique Small Cabin surrounded by the Garden, Connected To A Traditional Outdoor Toilet. The Cabin Is On The Same Yard AS A Main House With Shared Kitchen, Shower, Bath And Other Facilities. You Can Find Our Other Listings On The Same Yard, On Our Profile! Cabin Has Electricity and Wifi - As Well As a Small Kitchen, Running Water and Hot Water Is Available in the Cabin. Every Evening We Share Meals Together, Around 7pm. This Cabin is a part of a collective home.    The space   Your own Cabin Where you Can Sneak Away IF You want to be alone, here you have your Own Connecting Toilet and A Small Kitchen Where You Can Prepare Light Meals. IN THE MAIN HOUSE THERE ARE ALWAYS PEOPLE TO HANG OUT WITH. IT IS CLOSE TO PUBLIC Transport (Subway 12 minutes walk / 5 minute bus) and to the city center (24 min). Wild Nature Just Behind the House, Food-Shops in 12-20 min walking distance.    Guest Access   All Available, but shared. LET US HEAR WHAT YOU EAT FOR BREAKFA",105049379,"Huddinge, Stockholm County, Sweden",within a day,70%,57%,f,3,Enskede-Ã…rsta-VantÃ¶rs,59.2508,18.02643,Entire guesthouse,Entire home/apt,3,2 to 3 People,1.5 baths,1.5,Private,,2,"[""Iron"", ""Private entrance"", ""Barbecue utensils"", ""Fire extinguisher"", ""Shared hot tub"", ""Free street parking"", ""Luggage dropoff allowed"", ""Microwave"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Baby monitor"", ""Window guards"", ""Changing table"", ""Cleaning before checkout"", ""Long term stays allowed"", ""Outlet covers"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Baking sheet"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""Bathtub"", ""Shower gel"", ""Cooking basics"", ""Oven"", ""Stove"", ""Shampoo"", ""Baby safety gates"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Private fenced garden or backyard"", ""Room-darkening shades"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Children\u2019s dinnerware"", ""BBQ grill"", ""Heating"", ""Washer"", ""Dishwasher""]",48.66,4,1125,30,35,35,122,10,4.9,5,5,4.9,4.9,4.8,4.8,f
22489883,"Welcome to your Home in Old Town! Newly Renovated, 2 Bedrooms, New Kitchen: Utensils, Dishwasher, Oven, Cooking Panel, Microwave, Coffee Machine, Large Dining Area. Fresh Bathroom, Washing Machine and Dryer. TV With Netflix In Each Room, New Furniture. Flat is Located on 3rd Floor of 1630s Building With Authentic Atmosphere And No Straight Corners, Wooden Floors And Low Ceilings That Will Make Your Stay In Stockholm An UnforgetTable Experience! A Touch of History With No Expense On Comfort!    The space   This flat is unique for it Combines The Authentic Atmosphere of the 17th Century Building In The Very Center of Stockholm with the contemporary Comfort of the modern design. I have Been an Airbnb Host and Traveler for Nearly 5 Years and Know the Expectations and Needs of the Guests.  The 56 Square Meters Apartment is Located On The Top Floor Of A 4-Storey House, And Though, As Most of the Houses In The Old Town It Has No Elevator, The Ancient Staircase Is Wid",5535217,"Stockholm, Stockholm County, Sweden",within a few hours,100%,87%,t,3,SÃ¶dermalms,59.32335,18.07163,Entire rental unit,Entire home/apt,6,4 to 6 People,1 bath,1,Private,2,4,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Dishwasher"", ""Security cameras on property"", ""Lockbox"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Waterfront"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Washer"", ""Carbon monoxide alarm""]",361.46,2,21,22,52,82,351,150,4.93,4.95,4.97,4.95,4.86,4.95,4.71,f
22500277,It's A Cozy Single Room for Anyone Traveling by Themselves.,165070235,GB,N/A,N/A,N/A,f,1,SÃ¶dermalms,59.32844,18.06808,Private room in condominium (condo),Private room,1,1 Person,Private half-bath,0.5,Private,1,1,"[""Smoke alarm"", ""Private entrance"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Kitchen"", ""Heating"", ""Dryer"", ""Washer"", ""Free parking on premises""]",139.02,6,1125,0,0,0,0,0,,,,,,,,f
22580425,"Close to Nature, Water and Inner City Life. Close to Subway Station Abrahamsberg, Around 10 min Ride to Inner City. BALCONY FACING A GREEN AREA. The Apartment is Located at A Blind Alley So Calm with Almost No Traffic. Big Single Bed for 1 person in bedroom (120cm) and sofa bed for 2 person (160cm) in the Living Room. Wifi. Modern Kitchen with Dishwasher. BATHROOM WITH HEATED FLOOR. Laundry in the basement. Towels and Bed Sheets are included. Welcome!",70942841,"Stockholm, Stockholm County, Sweden",within an hour,100%,98%,f,9,Bromma,59.33307,17.94599,Entire rental unit,Entire home/apt,3,2 to 3 People,1 bath,1,Private,1,2,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Free street parking"", ""Luggage dropoff allowed"", ""Microwave"", ""Coffee maker"", ""Dryer"", ""Freezer"", ""Long term stays allowed"", ""Refrigerator"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""Outdoor dining area"", ""TV"", ""Shower gel"", ""Cooking basics"", ""Oven"", ""Stove"", ""Hot water"", ""Hangers"", ""Outdoor furniture"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Dishwasher""]",121.09,3,180,1,1,1,87,107,4.58,4.79,4.56,4.87,4.81,4.56,4.62,t
22625465,"A Beautiful Furnished Apartment With All Facilities A Beautiful Area In A Quiet And Nice Area, Close To The City Center, Between 3 Shopping Centers, Close To The Train Station And 3 Bus Lines To Different Parts Of The City  You Have you Havve Your Own Room.  Private Rooms CAN BE LOCKED FOR SECURITY AND PRIVACY.  (For Stays Longer Than 10 Days, Send A Booking Inquiry))",160072992,"HÃ¤gersten-Liljeholmen, Stockholm County, Sweden",within an hour,100%,70%,f,1,HÃ¤gersten-Liljeholmens,59.29023,17.99077,Private room in rental unit,Private room,1,1 Person,1 shared bath,1,Shared,1,1,"[""Iron"", ""Hangers"", ""Wifi"", ""Dishes and silverware"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Essentials"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Microwave"", ""Coffee maker"", ""Stove"", ""Refrigerator"", ""Shampoo"", ""Heating"", ""Ethernet connection"", ""Bed linens"", ""Dishwasher"", ""Hot water""]",38.93,3,1125,29,59,89,89,55,4.39,4.74,4.46,4.74,4.46,4.31,4.7,f
22662788,"Modern Apartment (58 SQM) With One of the Best Views of Stockholm Located Central In Popular Hornsberg Beach Next To The Water. Light and Fully Equipped Apartment With Open Plan Between Kitchen, And Living Room, One Bedroom, Bathroom With Washing, And Drying Machines.   There is a Shopping Mall, Many Restaurants, Cafe, and Public Communications With Buses Just Outside The Building, And Metro Stop Stadshagen Within A 3 Minute Walk.   You Will Have Access To The Whole Apartment.",9681554,"Stockholm, Stockholm County, Sweden",within an hour,100%,100%,f,1,Kungsholmens,59.33919,18.0125,Entire rental unit,Entire home/apt,3,2 to 3 People,1.5 baths,1.5,Private,1,1,"[""Iron"", ""Elevator"", ""Wifi"", ""Microwave"", ""Dryer"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Smoke alarm"", ""Dishes and silverware"", ""TV"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Washer"", ""Air conditioning""]",143.06,3,42,23,53,83,358,7,5,5,5,5,5,5,5,f
22664537,"Our house is built on the 1940s but for three years then we built to the glass veranda and the Ã¶vervÃ ¥ solution. We have helped a lot of the 40's style which makes it available less rooms but even open surfaces, which gives the opportunity to both the empire and own space. We choose our house and hope that you do it.    The space   We live in our house which is going That we made it sÃ ¥ cozy and fine it just go ¥ r. During the summer half is a large fÃ¶rlÃ¤ngning of the house with mass space and cozy mÃ¶bler.    Guest access  <br / > The entire house and trÃ¤dgÃ ¥ RDen Ã¤r Ã¤r during the rental period FÃ¶rom a lÃ ¥ st fÃ¶rrÃ ¥ d and a smaller room on the lower bottom we dÃ¤r fÃ¶rvare our stuff. The spa bath can only be used if the stay is 7 nÃ¤tter or more. The pool is available in the middle of June to the end of August.    Other thing to note   We are rÃ¤dda about the vÃ ¥ ¥ RT houses, no shoes are used indoors and no rÃ¶kning gets inside. Games, toys etc. FÃ ¥ r nÃ¤rna used but",82516757,"Stockholm, Stockholm County, Sweden",within an hour,100%,63%,f,1,Farsta,59.27248,18.09061,Entire residential home,Entire home/apt,7,7 to 9 People,2.5 baths,2.5,Private,5,4,"[""Iron"", ""Babysitter recommendations"", ""Wifi"", ""Private entrance"", ""Fire extinguisher"", ""Free street parking"", ""Pack \u2019n play/Travel crib"", ""Luggage dropoff allowed"", ""Microwave"", ""High chair"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Baby monitor"", ""Window guards"", ""Dryer"", ""Beach essentials"", ""Indoor fireplace"", ""Security cameras on property"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Cable TV"", ""Lockbox"", ""Refrigerator"", ""Private pool"", ""Dedicated workspace"", ""Private hot tub"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Private patio or balcony"", ""Bathtub"", ""Game console"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Outdoor furniture"", ""Private fenced garden or backyard"", ""Room-darkening shades"", ""Hair dryer"", ""TV with standard cable"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Children\u2019s dinnerware"", ""Heating"", ""Ethernet connection"", ""Washer"", ""Air conditioning"", ""Dishwasher""]",472.68,2,1125,25,48,76,80,35,4.94,4.83,4.97,4.94,5,4.94,4.8,f
22677610,"Have you Been Looking for A Hotel Located in Central Stockholm. There Prices Are Always Low, Regardless of the Time of Year and Where You Always Have Toilet and Shower In The Room?  You Can Now Stop Looking for a Cheap Hotel in Stockholm City. Welcome to Hotel Bema on Upland Road in Vasastan! We are 10 minutes from Central Station and By Crossing The Park Next to You at Queen Street, Stockholm's Longest Pedestrian Street Filled with Shopping and Restaurants.",116044429,"Stockholm, Stockholm County, Sweden",within an hour,100%,100%,t,5,Norrmalms,59.33722,18.0525,Room in hotel,Hotel room,2,2 to 3 People,,,Private,1,1,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Essentials"", ""Shower gel"", ""Luggage dropoff allowed"", ""Shampoo"", ""Heating"", ""Dedicated workspace"", ""Bed linens"", ""Keypad"", ""Cleaning before checkout""]",100.24,1,30,9,9,9,9,50,4.68,4.76,4.88,4.84,4.76,4.94,4.7,t
22680696,"Light 2.5 room suites with open planlÃ¶sing a stone's throw from popular Odenplan in helped by Stockholm. NÃ¤ra to shopping, parks and culture with metro / shuttle ¥ g around the knot. Rich Resturangliv with Great selection on ¥ ngestra ¥ nd.   Bright 2.5-Room Apartment (1.5 bedroom) With Open Plan Layout Just A Stone's Throw from the Popular Odenplan In The Heart of Stockholm. Close to shopping, Parks and Culture, With Subway / Commuter Train Around The Knot.",123831655,SE,N/A,N/A,100%,f,2,Norrmalms,59.34325,18.05007,Entire rental unit,Entire home/apt,3,2 to 3 People,1 bath,1,Private,1,1,"[""Iron"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""TV"", ""Essentials"", ""Kitchen"", ""Smart lock"", ""Heating"", ""Dryer"", ""Washer""]",354.51,2,1125,0,0,0,0,17,5,4.87,5,4.93,5,4.93,4.6,f
22757136,"The GubbÃ¤ngen lies 18 min from t-center 10 min to sÃ¶der, skanstull and citizensplatsen ..  Coop (MataffÃ¤r) sushi and pizzeria located at the T-banan station .. They take 8 minutes up to the apartment, quiet and nice surrounding. Other thing to note   No Shoes in the Appartement, No Eating in the Living Room OR Beed Room ..",36018659,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,f,2,Farsta,59.26399,18.09029,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,1,1,"[""Iron"", ""Smoke alarm"", ""Wifi"", ""Host greets you"", ""Long term stays allowed"", ""TV"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Air conditioning"", ""Hot water""]",48.66,3,30,0,0,0,0,10,4.86,4.86,5,4.71,4.86,4.29,4.71,f
22759927,"A Pleasant Independant, Furnished and New Renovated Studio Studio In Kista With: Own Entrance, A Confortable Sofa-Bed, High-Tech Kitchen, an Equipped Bathroom, Latest Smart TV (Included Netfix) and Wi-Fi. Only 5 minute by Foot to Large Shopping Mall With Shops, Pharmacies and Restaurants, Cinema and Y Parking 10 My Away Approximately 4. We have airport shuttle called airport buses that stop 200 meters from our studio. Our Airport SHUTTLE STOP IS CALLED: The heir (See Picture on AirbnB)  7 â,¬ | 24h. We are 10 minutes from Bromma Airport by taxi (+ -20euro) and 28 minutes from Arlanda Airport by Bus (AS Fast AS Taxi). If You Want to Forget The City We Have 6 Mn Walk A Nature Reserve!    The space   Nice Independant Kista Studio Is As Comfortable As 3 Star Hotel Room. Our Studio is Ground Floor (End of Corridor in Front of You). You are 4 Mn Walk From Kista Food Court (More Than 10 Good Restaurant From All Around The World + - 10 Euro). Coffin ice the hi",168109989,SE,within a few hours,100%,100%,t,1,Rinkeby-Tensta,59.40088,17.94414,Entire rental unit,Entire home/apt,2,2 to 3 People,1.5 baths,1.5,Private,1,1,"[""Iron"", ""Private entrance"", ""Wifi"", ""Fire extinguisher"", ""Paid parking on premises"", ""Microwave"", ""Body soap"", ""Coffee maker"", ""Dryer"", ""Cleaning before checkout"", ""Long term stays allowed"", ""Wine glasses"", ""Cable TV"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Clothing storage: wardrobe"", ""Smoke alarm"", ""Dishes and silverware"", ""Cooking basics"", ""Stove"", ""Toaster"", ""Hot water"", ""Hangers"", ""TV with standard cable"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Cleaning products"", ""Heating"", ""Ethernet connection"", ""Washer"", ""Single level home"", ""Dishwasher""]",71.6,30,90,0,25,55,55,58,4.79,4.93,4.63,4.89,4.93,4.67,4.68,t
22783605,"Welcome to Our Family's Accommodation in Beautiful Old Town!   The Absolute Best Location You Can Find in Stockholm! Right On Old Town Main Walking Strip!   Please Read Through The Entire Ad And Ask Your Questions Before Making Your Booking!   Unfortunately, in Can Not Promise Flexible Check-In Times IN ADVANCE! Check in IS 16.00  Unfortunatly I can't Store Your Luggage Before Or After your stay.  But in Central Station There's LuggageBoxes for Rental.    The Space   Our Apartment Consists of 4 Bedrooms;  2 Bedrooms with Queensize Bed.  1 Master Bedroom With Kingsize Bed and Bathroom  1 Bedroom With Twin Beds and Balcony   Kitchen with diningplace for 4 ppl;  Stove, Oven, Micro, Dishwasher, Fridge, Freezer, All Cooking Ateras And Dining Area For 4.   Two Bathrooms, One of Which Has A Shower, Toilet and Laundry Room and One Small Toilet and A Separate Shower.   Living Room With Dining Table",168322755,SE,within an hour,94%,95%,f,3,SÃ¶dermalms,59.32488,18.07162,Entire rental unit,Entire home/apt,8,7 to 9 People,2.5 baths,2.5,Private,4,5,"[""Iron"", ""Private entrance"", ""Wifi"", ""Fire extinguisher"", ""Pack \u2019n play/Travel crib"", ""Microwave"", ""High chair"", ""Coffee maker"", ""Dryer"", ""Patio or balcony"", ""Indoor fireplace"", ""Security cameras on property"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Waterfront"", ""TV"", ""Oven"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Room-darkening shades"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Heating"", ""Washer"", ""Keypad"", ""Dishwasher""]",426.25,2,1125,14,32,51,305,186,4.51,4.65,4.66,4.7,4.37,4.95,4.49,f
22800674,"Delight IS A Light and Spacious Studio Apartment With A Well equipped Kitchenette. The Building Dates Back to the 1600s and The Apartment Has Been Carefully Renovated and Decorated to Maintain The Old Town Charm Yet With A Modern Twist. You Sleep Comfortably in Twin Beds That Can Stand Separately Or Be Pushed Together. In The Nice Kitchenette With Stove Top, Microwave Oven, Fridge And Freezer You Conveniently Prepare Your Own Meal A Coffee Maker And A Water Kettle.    The Space   At Residence Perseus You Can Choose From 9 Unique Apartments In Different Sizes, Right In The Heart of the Old Town. Since Only The Best Is Good Enough For Our Guests We Supply Bed Linens and Towels of Premium Hotel Quality As Well As SOAP, Shampoo, Conditioner, Shower Gel and Lotion from Rituals. And to Help You To A Relaxing Start We Offer A Nice Little Welcome Bowl with Some Coffee, Tea, Chocolate, Sugar and Milk. FOR STAYS LONGER THAN 8 NIGHTS WEEKLY HOUSEKEE",31783855,"BÃ¥stad V, SkÃ¥ne lÃ¤n, Sweden",within a few hours,100%,91%,t,11,SÃ¶dermalms,59.32423,18.07437,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,,2,"[""Iron"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Host greets you"", ""Fire extinguisher"", ""Security cameras on property"", ""Long term stays allowed"", ""Hair dryer"", ""TV"", ""Essentials"", ""Pack \u2019n play/Travel crib"", ""High chair"", ""Shampoo"", ""Heating"", ""Hot water""]",225.22,2,1125,0,0,13,288,23,4.87,4.96,4.96,4.91,4.87,5,4.74,f
22820488,"This Stylish Apartment is Located in the Most Sought After Area of ​​Stockholm. Mariatorget (in English 'Maria Square') is a Trendy Neighborhood, Filled to the Brim with Designer Shops, Cozy Bars, Café, Restaurants and Even A Dutch Cheese and Wine Bar. The Apartment Is Equipped With A Large Bed, Dining Bench With Bar Stools, Tidy Bathroom and Kitchenette (Microwave Oven, Stove, Sink and Fridge).    The space  <BR / > This is the Perfect Home to come back to After your busy day. STYLISH, COSY AND EQUPPED WITH EVERYTHING YOU NEED. The Location Is The Best In Stockholm, With The Best Fashion Boutique, Art Galleries, Restaurants, Cafe S and Bars at Your Doorstep.   Located in the Very Safe, Trendy, Residential Part of the City ( Mariatorget), The Building Is Perched Right In The Middle of It All, But Tucked Away In A Private and Quiet Set of Apartments.   A newly renovated Kitchenette, Mood Lighting and Comfy Bed Welcome You Home After Enjoying the Sights and D",168429384,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,f,1,SÃ¶dermalms,59.31779,18.06389,Entire rental unit,Entire home/apt,2,2 to 3 People,1 bath,1,Private,,1,"[""Smoke alarm"", ""Hangers"", ""Wifi"", ""Elevator"", ""Long term stays allowed"", ""TV"", ""Paid parking off premises"", ""Essentials"", ""Lockbox"", ""Microwave"", ""Refrigerator"", ""Stove"", ""Shampoo"", ""Heating"", ""Hot water""]",138.75,2,1125,0,0,0,184,117,4.21,4.62,4.46,4.61,4.56,4.87,4.31,t
22863448,"In this charming villa, they will find this nice villa. Plot with refresh bushes, flowers and fruit trees.   Accommodation Conditions from a room with own ingÃ ¥ ng, double-seek and simpler kÃ¶ksdel. Additional rooms adjacent to this is available with two simpler songs. Bathrooms are also available in connection and use in other things.   Spacious driveway with place for two cars. Quiet and child-friendly area. Good communications including t-ore on 5 min go ¥ ndstÃ ¥ nd. Only 5-10 minutes to Södermalm / City by car.",79735175,"Stockholm, Stockholm County, Sweden",within a day,100%,100%,f,2,Farsta,59.26848,18.08708,Private room in guest suite,Private room,4,4 to 6 People,1.5 shared baths,1.5,Shared,2,2,"[""Iron"", ""Private entrance"", ""Wifi"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Free street parking"", ""Microwave"", ""Cleaning before checkout"", ""Long term stays allowed"", ""Backyard"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Cooking basics"", ""Stove"", ""Shampoo"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Hair dryer"", ""Pocket wifi"", ""Essentials"", ""Kitchen"", ""BBQ grill"", ""Heating"", ""Washer""]",55.61,2,1125,0,0,0,0,31,4.48,4.52,4.48,4.84,4.58,4.58,4.65,t
22893372,"COSY ROOME ON TOP WITH THE SKY AND ROOF AS WEW. In A Beautifull Old Style Apartment in the Most Exclusive Part of Stockholm.  Cozy room HÃ¶ggst up in a nice turn of the century, with the sky and takÃ ¥ sar as a view. The room has with electrical outlets, lighting and nightstand. A wardrobe and office. Quiet and private. Adjacent to shared bathroom. Micro and kettle. 28 Square Feet    The space   ITS A QUIET HOUSE, Very Safe and Friendly. Pls Pay Respect. The resident is hÃ¶gt, bright and quiet. We live in a quiet house, where everyone has lived long and know each other. We show respect and consideration, which gives a ship home and security. With a fantastic lÃ¤ge in the most exclusive part in the city but with a Sober KÃ¤nsla you can find everything man Ã¶nskar on ¥ ngestrostÃ ¥ nd.    Guest access < / b>  Common entrad ©, and shared bathroom with shower in the bathtub. Common micro and small fridge. Own kettle with mug and water on the room.    Other thing to note  <b",76043171,"Stockholm, Stockholm County, Sweden",N/A,N/A,N/A,f,3,Ã–stermalms,59.33876,18.08273,Private room in rental unit,Private room,1,1 Person,1.5 shared baths,1.5,Shared,1,1,"[""Elevator"", ""Wifi"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Microwave"", ""Coffee maker"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dedicated workspace"", ""Bed linens"", ""Smoke alarm"", ""Dishes and silverware"", ""Waterfront"", ""Bathtub"", ""Oven"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Room-darkening shades"", ""Hair dryer"", ""Pocket wifi"", ""Essentials"", ""Kitchen"", ""First aid kit"", ""Heating"", ""Single level home"", ""Dishwasher""]",334.91,1,5,30,60,90,90,62,4.87,4.92,4.89,4.9,4.89,4.97,4.9,f
